N° ECONOMICO,FECHA DE ASIGNACIÓN,LITROS ASIGNADOS,PRECIO POR LITRO,TOTAL
M27,9/02/24,304.44,19.6,"5,967.02"
M27,12/02/24,91.76,19.6,1798.5
M27,20/02/24,345.77,20.6,"7,122.86"
M27,24/02/24,347.14,20.6,"7,151.08"
M27,29/02/24,331,20.6,6818.6
M27,6/03/24,460,20.6,9476
M27,11/03/24,311,20.6,6406.6
M27,15/03/24,426.8,21.5,9176.2
M27,20/03/24,304.17,21.1,"6,417.99"
M27,25/03/24,322,21.1,6794.2
M27,1/04/24,430.02,21.6,"9,288.43"
M27,8/04/24,438,21.6,9460.8
M27,7/04/24,90,21.6,1944
M27,12/04/24,384,21.6,8294.4
M27,17/04/24,310,21.6,6696
M27,19/04/24,323.71,21.6,"6,992.14"
M27,24/04/24,350,21.6,7560
M27,30/04/24,332.99,21.6,"7,192.58"
M27,8/05/24,413.41,21.6,"8,929.66"
M27,6/05/24,80,21.6,1728
M27,7/05/24,90,21.6,1944
M27,24/05/24,399,22.5,8977.5
M27,14/05/24,361.96,21.6,"7,818.34"
M27,20/05/24,100,22.5,2250
M27,21/05/24,430.01,22.5,"9,675.23"
M27,30/05/24,100,22.69,2269
M27,7/06/24,431,22.69,"9,779.39"
M27,31/05/24,427,22.69,"9,688.63"
M27,4/06/24,236,22.69,"5,354.84"
M27,12/06/24,100,22.69,2269
M27,13/06/24,414.63,22.69,"9,407.95"
M27,18/06/24,365,22.69,"8,281.85"
M27,21/06/24,436,22.69,"9,892.84"
M27,26/06/24,100,22.69,2269
M27,28/06/24,400,22.69,9076
M27,1/07/24,100,22.69,2269
M27,2/07/24,400.5,22.69,"9,087.35"
M27,8/07/24,330.25,22.69,"7,493.37"
M27,11/07/24,80,22.69,1815.2
M27,12/07/24,410.01,22.69,"9,303.13"
M27,16/07/24,210,22.69,4764.9
M27,20/07/24,80,22.69,1815.2
M27,20/07/24,415.08,22.69,"9,418.17"
M27,24/07/24,181.67,22.69,"4,122.09"
M27,31/07/24,317.01,22.69,"7,192.96"
M27,26/07/24,392.82,22.69,"8,913.09"
M27,15/08/24,346.6,22.69,"7,864.35"
M27,23/08/24,425.61,22.69,"9,657.09"
M27,6/09/24,345.51,22.69,"7,839.62"
M27,30/08/24,416.1,22.69,"9,441.31"
M27,12/09/24,348.32,22.69,"7,903.38"
M27,24/09/24,332,22.9,7602.8
M27,30/09/24,348.23,21.25,"7,399.89"
M24,7/01/23,719.718,22.1,"15,905.77"
M24,10/01/23,568.814,22.1,"12,570.79"
M24,17/01/23,450,23.37,10516.5
M24,14/01/23,560,21.7,12152
M24,21/01/23,288.99,21.7,"6,271.08"
M24,19/01/23,841.118,21.7,"18,252.26"
M24,25/01/23,548.045,21.7,"11,892.58"
M24,28/01/23,200,23.38,4676
M24,30/01/23,805.066,21.7,"17,469.93"
M24,3/02/23,825.266,20.97,"17,305.83"
M24,11/02/23,846.409,19,"16,081.77"
M24,28/02/23,928.72,20.152,"18,715.57"
M24,23/02/23,360.044,19,"6,840.84"
M24,14/02/23,799.51,22.99,"18,380.73"
M24,17/02/23,618.704,19,"11,755.38"
M24,7/03/23,797,20.152,"16,061.14"
M24,13/03/23,772.4,20.73,"16,011.85"
M24,16/03/23,592.68,20.73,"12,286.26"
M24,19/03/23,502.894,23.99,"12,064.43"
M24,21/03/23,663.634,23.99,"15,920.58"
M24,24/03/23,632.67,21.57,"13,646.69"
M24,25/03/23,168.06,21.57,"3,625.05"
M24,30/03/23,788.41,21.57,17006
M24,2/03/23,656.01,24.65,"16,170.65"
M24,28/03/23,450,22.99,10345.5
M24,6/04/23,319.67,21.9,"7,000.77"
M24,22/04/23,718.49,21.61,"15,526.57"
M24,18/04/23,733.32,23.81,"17,460.35"
M24,9/04/23,399.93,23.99,"9,594.32"
M24,12/04/23,300,22.99,6897
M24,13/04/23,857.16,23.99,"20,563.27"
M24,15/04/23,679.11,21.61,"14,675.57"
M24,28/04/23,540.11,21.99,"11,877.02"
M24,25/04/23,789.47,21.53,"16,997.29"
M24,18/04/23,200,23.59,4718
M24,3/05/23,670.28,24.65,16522.4
M24,7/05/23,771.85,22.15,"17,096.48"
M24,10/05/23,641,22.15,"14,198.15"
M24,18/05/23,816.83,20.2,"16,499.97"
M24,12/05/23,385,24.65,"9,490.25"
M24,16/05/23,696.87,24.65,"17,177.85"
M24,9/10/23,831.45,21.499,"17,875.34"
M24,12/10/23,200,4756,951200
M24,13/10/23,815.54,21.099,"17,207.08"
M24,18/10/23,804.66,21.2,"17,058.79"
M24,14/10/23,248.35,21.2,"5,265.02"
M24,21/10/23,594.23,21.2,"12,597.68"
M24,25/10/23,300,23.78,7134
M24,26/10/23,655.63,24.27,"15,912.14"
M24,2/11/23,864.93,21.2,"18,336.52"
M24,4/11/23,337.01,21.2,"7,144.61"
M24,10/11/23,200,24.39,4878
M24,11/11/23,716.32,21.2,"15,185.98"
M24,14/11/23,719.03,21.2,"15,243.44"
M24,16/11/23,625.81,21.7,"13,580.08"
M24,18/11/23,343.63,21.7,"7,456.77"
M24,22/11/23,300,23.78,7134
M24,23/11/23,678.34,20.5,"13,905.97"
M24,24/11/23,257.08,20.5,"5,270.14"
M24,28/11/23,779.77,20.299,"15,828.55"
M24,2/12/23,735.98,20.299,"14,939.66"
M24,7/12/23,638.86,20.299,"12,968.22"
M24,9/12/23,101.71,20.299,"2,064.61"
M24,11/12/23,541.88,24.39,"13,216.45"
M24,13/12/23,665,19.99,"13,293.35"
M24,16/12/23,300,19.99,5997
M24,18/12/23,625,19.99,"12,493.75"
M24,20/12/23,557.38,19.99,"11,142.03"
M24,22/12/23,604.66,19.69,"11,905.76"
M24,27/12/23,271.59,19.69,"5,347.61"
M24,29/12/23,462.3,19.69,"9,102.69"
M24,3/01/24,524.42,19.69,"10,325.83"
M24,5/01/24,702.86,19.69,"13,839.31"
M24,9/01/24,262.83,19.69,"5,175.12"
M24,27/01/24,730,19.69,14373.7
M24,13/01/24,647.115,25.16,"16,281.41"
M24,17/01/24,879.15,25.16,"22,119.41"
M24,19/01/24,400,22.99,9196
M24,20/01/24,360,25.66,9237.6
M24,23/01/24,785.25,19.69,"15,461.57"
M24,2/02/24,646.44,19.69,12728.4
M24,6/02/24,538.01,19.69,"10,593.42"
M24,10/02/24,704.43,19.6,"13,806.83"
M24,14/02/24,608,19.6,11916.8
M24,17/02/24,724,19.6,14190.4
M24,22/02/24,811,20.6,16706.6
M24,21/02/24,350,24.19,8466.5
M24,27/02/24,384.96,20.6,"7,930.18"
M24,1/03/24,633.18,20.6,"13,043.51"
M24,4/03/24,229.46,24.99,"5,734.21"
M24,3/03/24,345.1,20.6,"7,109.06"
M24,7/03/24,300,24.79,7437
M24,8/03/24,669.78,20.6,"13,797.47"
M24,13/03/24,566.598,24.39,"13,819.33"
M24,16/03/24,682,21.5,14663
M24,22/03/24,581.17,21.1,"12,262.69"
M24,23/03/24,455.655,26.66,"12,147.76"
M24,26/03/24,400,23.99,9596
M24,26/03/24,419.796,26.66,"11,191.76"
M24,1/04/24,646.73,21.6,"13,969.37"
M24,3/04/24,150,21.6,3240
M24,4/04/24,745,21.6,16092
M24,7/04/24,425,21.6,9180
M24,9/04/24,675.02,21.6,"14,580.43"
M24,13/04/24,623,21.6,13456.8
M24,11/04/24,260,21.6,5616
M24,18/04/24,270.05,21.6,"5,833.08"
M24,17/04/24,265,21.6,5724
M24,22/04/24,585,21.6,12636
M24,24/04/24,262,21.6,5659.2
M24,26/04/24,526.35,21.6,"11,369.16"
M24,30/04/24,789.58,24.59,"19,415.77"
M24,2/05/24,672,21.6,14515.2
M24,7/05/24,584,21.6,12614.4
M24,13/05/24,399.44,25.01,"9,989.99"
M24,15/05/24,523.7,22.5,"11,783.25"
M24,9/05/24,440.4,21.6,"9,512.64"
M24,20/05/24,506.12,22.5,11387.7
M24,23/05/24,541,22.5,12172.5
M24,17/05/24,543.3,22.5,"12,224.25"
M24,25/05/24,610.34,22.5,"13,732.65"
M24,27/05/24,704.723,26.66,"18,787.92"
M24,29/05/24,100,22.69,2269
M24,30/05/24,758,22.69,"17,199.02"
M24,1/06/24,281,22.69,"6,375.89"
M24,4/06/24,537.1,22.69,12186.8
M24,6/06/24,678.638,24.59,"16,687.71"
M24,10/06/24,726,22.69,"16,472.94"
M24,11/06/24,403.09,22.69,"9,146.11"
M24,6/09/24,393.01,22.69,8917.4
M24,8/09/24,190.03,22.69,"4,311.78"
M24,4/09/24,116.84,22.69,2651.1
M24,10/09/24,587.05,22.69,"13,320.16"
M24,12/09/24,653.43,22.69,"14,826.33"
M24,17/09/24,537.19,22.69,"12,188.84"
M24,19/09/24,600,22.9,13740
M24,24/09/24,292,22.9,6686.8
M24,23/09/24,808.16,22.9,"18,506.86"
M24,30/09/24,468.72,22.9,"10,733.69"
M24,5/10/24,399.76,0,0
M24,5/10/24,401.08,21.25,"8,522.95"
M23,5/01/23,233,22.1,5149.3
M23,3/01/23,368,22.1,8132.8
M23,9/01/23,607.966,22.1,"13,436.05"
M23,11/01/23,570.252,22.1,"12,602.57"
M23,17/01/23,200,21.7,4340
M23,13/01/23,251.445,21.7,"5,456.36"
M23,19/01/23,443.568,21.7,"9,625.43"
M23,2/02/23,149.076,21.7,"3,234.95"
M23,7/02/23,545.014,20.97,"11,428.94"
M23,10/02/23,300,23.38,7014
M23,13/02/23,595.238,19,"11,309.52"
M23,17/02/23,558.833,23.99,13406.4
M23,18/02/23,300,22.99,6897
M23,15/02/23,200,21.55,4310
M23,20/02/23,348.25,19,"6,616.75"
M23,28/02/23,450.7,23.69,"10,677.08"
M23,9/03/23,107.61,20.73,"2,230.76"
M23,13/03/23,100,20.73,2073
M23,13/03/23,100,20.73,2073
M23,11/03/23,605.68,24.65,"14,930.01"
M23,14/03/23,593.29,20.73,12298.9
M23,18/03/23,559.86,20.73,11605.9
M23,16/03/23,350,23.59,8256.5
M23,23/03/23,100,23.49,2349
M23,29/03/23,670.5,21.57,"14,462.69"
M23,2/03/23,200,23.14,4628
M23,30/03/23,655.67,23.81,15611.5
M23,4/04/23,460.7,21.2,"9,766.84"
M23,10/04/23,297.69,21.9,"6,519.41"
M23,31/03/23,400,24.49,9796
M23,13/04/23,433.56,21.9,"9,494.96"
M23,2/04/23,717.466,23.67,"16,982.42"
M23,15/04/23,620.29,24.65,"15,290.15"
M23,13/04/23,300,23.59,7077
M23,21/04/23,263.68,21.61,"5,698.12"
M23,18/04/23,100,23.55,2355
M23,19/04/23,647.72,21.61,"13,997.23"
M23,4/05/23,98.77,21.49,"2,122.57"
M23,3/05/23,619.49,21.49,"13,312.84"
M23,9/05/23,584.4,22.15,"12,944.46"
M23,9/05/23,200,23.56,4712
M23,12/05/23,477.87,22.15,"10,584.82"
M23,17/05/23,186.05,20.2,"3,758.21"
M23,25/05/23,346.05,20.2,"6,990.21"
M23,29/05/23,511.93,20.2,"10,340.99"
M23,22/05/23,555.18,20.2,"11,214.64"
M23,9/06/23,100,21.7,2170
M23,3/06/23,572.64,21.7,"12,426.29"
M23,6/06/23,405.274,24.65,9990
M23,6/06/23,260.465,24.65,"6,420.46"
M23,10/06/23,635.47,21.7,13789.7
M23,2/05/23,150,24.51,3676.5
M23,20/05/23,686.43,23.14,"15,883.99"
M23,27/05/23,200,23.16,4632
M23,1/06/23,405.274,24.65,9990
M23,1/06/23,222.01,24.65,"5,472.55"
M23,29/06/23,418.167,23.89,"9,990.01"
M23,29/06/23,380.082,23.89,"9,080.16"
M23,30/06/23,418.167,23.89,"9,990.01"
M23,30/06/23,102.216,23.89,"2,441.94"
M23,3/07/23,405,20.48,8294.4
M23,5/07/23,600,24.19,14514
M23,11/07/23,551.438,23.89,"13,173.85"
M23,13/07/23,644.75,23.89,"15,403.08"
M23,15/07/23,636.17,23.89,15198.1
M23,18/07/23,645.938,23.89,"15,431.46"
M23,22/07/23,200,23.89,4778
M23,7/07/23,680.863,23.89,"16,265.82"
M23,9/07/23,445,22.33,"9,936.85"
M23,20/07/23,628.587,23.89,"15,016.94"
M23,24/07/23,525.54,20.7499,10904.9
M23,5/08/23,422.34,23.37,"9,870.09"
M23,2/08/23,450,22.82,10269
M23,4/08/23,501.213,23.99,12024.1
M23,30/07/23,410.004,23.99,9836
M23,8/08/23,320.01,23.2,"7,424.23"
M23,10/08/23,100,24.95,2495
M23,14/08/23,610.004,24.95,15219.6
M23,13/08/23,100,24.09,2409
M23,14/08/23,496.78,23.2,11525.3
M23,15/08/23,126.95,23.2,"2,945.24"
M23,14/08/23,79.99,23.2,"1,855.77"
M23,17/08/23,470.99,23.2,"10,926.97"
M23,16/08/23,100,23.2,2320
M23,19/08/23,199.62,22.32,"4,455.52"
M23,25/08/23,417.51,22.32,"9,318.82"
M23,2/09/23,410.4,22.32,"9,160.13"
M23,30/08/23,586.39,22.32,"13,088.22"
M23,5/09/23,350,23.49,8221.5
M23,6/09/23,660.86,22.32,14750.4
M23,11/09/23,671.61,22.32,"14,990.34"
M23,7/09/23,250,23.65,5912.5
M23,8/09/23,350,23.16,8106
M23,11/09/23,100,22.32,2232
M23,14/09/23,646.25,22.32,14424.3
M23,15/09/23,119.56,21.99,"2,629.12"
M23,21/09/23,461.45,21.099,"9,736.13"
M23,19/09/23,287.061,24.95,"7,162.17"
M23,19/09/23,400.401,24.95,9990
M23,30/09/23,153.63,21.499,"3,302.89"
M23,26/09/23,536,21.099,"11,309.06"
M23,4/10/23,586.16,21.499,"12,601.85"
M23,7/10/23,498.1,21.499,"10,708.65"
M23,8/10/23,373.184,24.39,"9,101.96"
M23,11/10/23,450,22.99,10345.5
M23,12/10/23,626.166,24.39,"15,272.19"
M23,14/10/23,556.94,21.099,"11,750.88"
M23,17/10/23,551.07,24.39,13440.6
M23,19/10/23,545.01,21.2,"11,554.21"
M23,24/10/23,150,24.05,3607.5
M23,24/10/23,591.57,21.2,"12,541.28"
M23,25/10/23,409.594,24.39,9990
M23,28/10/23,400,22.99,9196
M23,29/10/23,662.67,24.39,"16,162.52"
M23,1/11/23,572.52,21.2,"12,137.42"
M23,10/11/23,77.98,21.2,"1,653.18"
M23,12/11/23,600.1,23.78,"14,270.38"
M23,13/11/23,280.75,21.2,5951.9
M23,22/11/23,295.03,20.5,"6,048.12"
M23,18/11/23,682.36,21.7,"14,807.21"
M23,24/11/23,563,20.5,11541.5
M23,28/11/23,751.64,24.39,18332.5
M23,30/11/23,647.15,20.299,13136.5
M23,4/12/23,350.85,20.299,7121.9
M23,8/12/23,762.38,20.299,"15,475.55"
M23,8/12/23,762.38,20.299,"15,475.55"
M23,11/12/23,540.2,19.99,10798.6
M23,14/12/23,300,23.88,7164
M23,15/12/23,579.58,19.99,11585.8
M23,19/12/23,192.34,19.99,"3,844.88"
M23,26/12/23,545,19.69,"10,731.05"
M23,2/01/24,352.15,19.69,"6,933.83"
M23,10/01/24,589.05,19.69,"11,598.39"
M23,17/01/24,601.51,19.69,"11,843.73"
M23,24/01/24,621.75,19.69,"12,242.26"
M23,29/01/24,195.76,19.69,"3,854.51"
M23,2/02/24,734.36,19.69,"14,459.55"
M23,9/02/24,657.27,19.6,"12,882.49"
M23,13/02/24,572.44,19.6,"11,219.82"
M23,19/02/24,373.39,19.6,"7,318.44"
M23,22/02/24,424.2,20.6,"8,738.52"
M23,26/02/24,643.323,26.66,"17,150.99"
M23,28/02/24,457.9,20.6,"9,432.74"
M23,1/03/24,410.73,20.6,"8,461.04"
M23,3/03/24,466.318,26.66,"12,432.04"
M23,5/03/24,400,23.99,9596
M23,6/03/24,325.009,26.66,"8,664.74"
M23,8/03/24,485.52,20.6,"10,001.71"
M23,25/03/24,796.06,21.1,"16,796.87"
M23,24/03/24,100,21.1,2110
M23,28/03/24,563.28,21.1,"11,885.21"
M23,3/04/24,750,21.6,16200
M23,5/04/24,506,21.6,10929.6
M23,8/04/24,388,21.6,8380.8
M23,10/04/24,542.06,21.6,11708.5
M23,13/04/24,496.968,24.39,"12,121.05"
M23,20/04/24,570.01,21.6,"12,312.22"
M23,17/04/24,200,24.98,4996
M23,15/04/24,664.26,21.6,"14,348.02"
M23,18/04/24,200,24.58,4916
M23,23/04/24,483.01,21.6,"10,433.02"
M23,26/04/24,480.08,24.97,11987.6
M23,28/04/24,459.721,26.66,"12,256.16"
M23,29/04/24,200.434,26.66,"5,343.57"
M23,2/05/24,100,21.6,2160
M23,3/05/24,737.01,21.6,"15,919.42"
M23,8/05/24,604.04,21.6,"13,047.26"
M23,16/05/24,681.01,22.5,"15,322.73"
M23,8/06/24,500.15,22.69,11348.4
M23,31/05/24,518,22.69,"11,753.42"
M23,11/06/24,86,22.69,"1,951.34"
M23,14/06/24,509.57,22.69,"11,562.14"
M23,18/06/24,489,22.69,"11,095.41"
M23,21/06/24,555.52,22.69,"12,604.75"
M23,24/06/24,335.37,22.69,"7,609.55"
M23,29/06/24,647.81,22.69,"14,698.81"
M23,2/07/24,504.803,24.99,"12,615.03"
M23,4/07/24,596.93,22.69,"13,544.34"
M23,6/07/24,255.06,22.69,"5,787.31"
M23,10/07/24,523,22.69,"11,866.87"
M23,17/07/24,730.24,22.69,"16,569.15"
M23,14/07/24,700.387,27.16,"19,022.51"
M23,19/07/24,440.06,22.69,"9,984.96"
M23,23/07/24,353.93,22.69,"8,030.67"
M23,29/07/24,630,22.69,14294.7
M23,1/08/24,375.6,22.69,"8,522.36"
M23,25/07/24,474.329,24.99,"11,853.48"
M23,8/08/24,533.24,22.69,"12,099.22"
M23,13/08/24,514.01,22.69,"11,662.89"
M23,19/08/24,385.72,22.69,"8,751.99"
M23,16/08/24,432.829,24.99,10816.4
M23,21/08/24,528.01,22.69,"11,980.55"
M23,23/08/24,356.012,24.99,"8,896.74"
M23,26/08/24,534.75,22.69,"12,133.48"
M23,10/09/24,435.71,22.69,"9,886.26"
M23,30/08/24,100,22.69,2269
M23,4/09/24,315.21,22.69,"7,152.11"
M23,31/08/24,574.33,22.69,"13,031.55"
M23,6/09/24,189.07,22.69,4290
M23,14/09/24,705.31,22.69,"16,003.48"
M22,2/01/23,269,22.1,5944.9
M22,11/01/23,149.659,22.1,"3,307.46"
M22,13/01/23,609.094,21.7,"13,217.34"
M22,17/01/23,729,21.7,15819.3
M22,20/01/23,280,21.7,6076
M22,21/01/23,200,23.89,4778
M22,23/01/23,657.379,21.7,"14,265.12"
M22,27/01/23,300,23.49,7047
M22,28/01/23,656.281,21.7,14241.3
M22,31/01/23,374.09,21.7,"8,117.75"
M22,2/02/23,691.279,24.65,"17,040.03"
M22,7/02/23,803.873,20.97,"16,857.22"
M22,13/02/23,858.374,19,"16,309.11"
M22,18/02/23,650.043,19,"12,350.82"
M22,28/02/23,737.95,20.152,"14,871.17"
M22,22/02/23,681.103,19,"12,940.96"
M22,6/03/23,766.73,20.152,"15,451.14"
M22,6/03/23,766.73,20.152,"15,451.14"
M22,10/03/23,445.04,20.73,"9,225.68"
M22,13/03/23,265.93,20.73,"5,512.73"
M22,16/03/23,747.92,20.73,"15,504.38"
M22,21/03/23,546.14,21.9,"11,960.47"
M22,30/03/23,356.31,21.57,"7,685.61"
M22,27/03/23,714.9,21.57,"15,420.39"
M22,23/03/23,500,23.69,11845
M22,3/03/23,562.28,0,0
M22,3/04/23,691.97,21.2,"14,669.76"
M22,13/04/23,839.33,21.9,"18,381.33"
M22,8/04/23,820.39,21.9,"17,966.54"
M22,15/04/23,214.75,21.61,"4,640.75"
M22,22/04/23,269.12,21.61,"5,815.68"
M22,19/04/23,420,23.69,9949.8
M22,25/04/23,500,23.29,11645
M22,26/04/23,399.72,21.53,"8,605.97"
M22,29/04/23,280.97,21.99,"6,178.53"
M22,4/05/23,645.01,24.65,15899.5
M22,6/05/23,769.06,21.49,16527.1
M22,9/05/23,488.43,22.15,"10,818.72"
M22,12/05/23,627.19,22.15,"13,892.26"
M22,17/05/23,456.13,20.2,"9,213.83"
M22,18/05/23,310.73,20.2,"6,276.75"
M22,22/05/23,697.52,20.2,14089.9
M22,27/05/23,237.27,20.2,"4,792.85"
M22,1/06/23,818.24,20.2,"16,528.45"
M22,2/06/23,175,21.7,3797.5
M22,14/06/23,813.98,21.7,"17,663.37"
M22,9/06/23,552.42,21.7,"11,987.51"
M22,25/05/23,755.28,23.34,"17,628.24"
M22,26/05/23,533.75,23.16,"12,361.65"
M22,19/06/23,709.18,21.7,"15,389.21"
M22,6/06/23,405.274,24.65,9990
M22,6/06/23,340.555,24.65,"8,394.68"
M22,6/07/23,683.28,20.48,"13,993.57"
M22,4/07/23,602.072,23.99,"14,443.71"
M22,26/06/23,807.9,21.7,"17,531.43"
M22,24/06/23,350,23.85,8347.5
M22,1/07/23,752.15,20.48,"15,404.03"
M22,8/07/23,264.86,20.48,"5,424.33"
M22,14/07/23,551.082,23.99,"13,220.46"
M22,14/07/23,635.89,22.33,"14,199.42"
M22,17/07/23,127.25,22.33,"2,841.49"
M22,21/07/23,673,20.7499,"13,964.68"
M22,23/07/23,710.99,20.7499,"14,752.97"
M22,28/07/23,818.44,22.650032,"18,537.69"
M22,2/08/23,703.6,23.37,"16,443.13"
M22,7/08/23,791.22,23.37,"18,490.81"
M22,10/08/23,699.41,23.2,"16,226.31"
M22,14/08/23,450,24.98,11241
M22,16/08/23,762.992,24.19,"18,456.78"
M22,18/08/23,486.47,23.2,11286.1
M22,21/08/23,592.5,22.32,13224.6
M22,26/08/23,744.72,22.32,"16,622.15"
M22,24/08/23,200,23.49,4698
M22,25/08/23,200,23.68,4736
M22,9/09/23,610.95,22.32,13636.4
M22,31/08/23,200,23.48,4696
M22,4/09/23,704.74,22.32,15729.8
M22,14/09/23,300,22.32,6696
M22,15/09/23,714.4,21.99,"15,709.66"
M22,12/09/23,400,24.39,9756
M22,18/09/23,241.88,21.99,"5,318.94"
M22,22/09/23,615.07,21.099,"12,977.36"
M22,25/09/23,213.06,21.099,"4,495.35"
M22,2/10/23,234.38,21.499,"5,038.94"
M22,29/09/23,491.74,21.099,"10,375.22"
M22,27/09/23,496.14,21.099,"10,468.06"
M22,6/10/23,760.416,24.95,"18,972.38"
M22,9/10/23,804.01,21.499,"17,285.41"
M22,13/10/23,167.8,21.099,"3,540.41"
M22,17/10/23,782.98,21.2,"16,599.18"
M22,27/10/23,819.14,21.2,"17,365.77"
M22,21/10/23,150,24.05,3607.5
M22,1/11/23,203.44,21.2,"4,312.93"
M22,5/11/23,50.45,21.2,"1,069.54"
M22,6/11/23,856.1,21.2,"18,149.32"
M22,21/11/23,719.127,24.39,"17,539.51"
M22,13/11/23,50,24.29,1214.5
M22,14/11/23,820.7,21.2,"17,398.84"
M22,17/11/23,599.1,23.78,14246.6
M22,22/11/23,513.07,20.5,"10,517.94"
M22,4/12/23,300,24.39,7317
M22,5/12/23,539.93,20.299,"10,960.04"
M22,24/11/23,200,23.69,4738
M22,25/11/23,200,23.79,4758
M22,30/11/23,61.01,20.299,"1,238.44"
M22,27/11/23,755.14,20.5,"15,480.37"
M22,8/12/23,660.04,20.299,"13,398.15"
M22,20/12/23,684,24.39,"16,682.76"
M22,23/12/23,505.69,19.69,"9,957.04"
M22,27/12/23,302.43,19.69,"5,954.85"
M22,28/12/23,497.059,25.16,12506
M22,1/01/24,400,22.99,9196
M22,2/01/24,544.081,25.16,"13,689.08"
M22,5/01/24,814.82,19.69,"16,043.81"
M22,9/01/24,256.93,19.69,"5,058.95"
M22,16/01/24,583.02,19.69,"11,479.66"
M22,12/01/24,439.049,24.39,"10,708.41"
M22,20/01/24,230.52,19.69,"4,538.94"
M22,24/01/24,598,19.69,"11,774.62"
M22,30/01/24,775,19.69,"15,259.75"
M22,5/02/24,694.331,25.66,"17,816.53"
M22,4/02/24,250,25.19,6297.5
M22,9/02/24,400,23.59,9436
M22,10/02/24,469.337,25.66,"12,043.19"
M22,12/02/24,546.89,19.6,"10,719.04"
M22,20/02/24,596.34,20.6,12284.6
M22,23/02/24,489.28,20.6,"10,079.17"
M22,28/02/24,700,20.6,14420
M22,11/03/24,791,20.6,16294.6
M22,9/03/24,100,24.45,2445
M22,13/03/24,298,20.6,6138.8
M22,17/03/24,799.045,26.66,"21,302.54"
M22,23/03/24,100,21.1,2110
M22,20/05/24,112,22.5,2520
M22,14/05/24,706.278,24.59,"17,367.38"
M22,22/05/24,859.976,26.66,"22,926.96"
M22,9/05/24,678,21.6,14644.8
M22,27/05/24,708,22.5,15930
M22,15/05/24,728.1,22.5,"16,382.25"
M22,25/05/24,100,22.5,2250
M22,30/05/24,695.018,26.66,"18,529.18"
M22,6/06/24,860,22.69,19513.4
M22,3/06/24,811.29,22.69,"18,408.17"
M22,7/06/24,118,22.69,"2,677.42"
M22,11/06/24,675,22.69,"15,315.75"
M22,13/06/24,528.02,22.69,"11,980.77"
M22,17/06/24,400,25.82,10328
M22,18/06/24,709.06,22.69,"16,088.57"
M22,24/06/24,569.43,22.69,"12,920.37"
M22,26/06/24,410,22.69,9302.9
M22,1/07/24,817.71,22.69,"18,553.84"
M22,4/07/24,507.51,22.69,11515.4
M22,8/07/24,613.1,22.69,"13,911.24"
M22,11/07/24,329.74,22.69,7481.8
M22,13/07/24,132,22.69,"2,995.08"
M22,17/07/24,200,25.69,5138
M22,18/07/24,765.03,22.69,"17,358.53"
M22,29/07/24,82.96,22.69,"1,882.36"
M22,2/08/24,731.7,22.69,"16,602.27"
M22,26/07/24,775.93,22.69,"17,605.85"
M22,1/08/24,200,25.19,5038
M22,7/08/24,841,22.69,"19,082.29"
M22,9/08/24,421.612,24.99,"10,536.08"
M22,16/08/24,577.24,22.69,"13,097.58"
M22,15/08/24,300,25.39,7617
M22,23/08/24,750.4,22.69,"17,026.58"
M22,2/09/24,891.25,22.69,"20,222.46"
M22,28/08/24,708.802,27.46,19463.7
M22,10/09/24,170.88,22.69,"3,877.27"
M22,26/08/24,100,22.69,2269
M22,4/09/24,280.91,22.69,"6,373.85"
M22,13/09/24,682.151,24.99,"17,046.95"
M22,17/09/24,600.44,22.69,"13,623.98"
M22,20/09/24,538.74,22.9,"12,337.15"
M22,24/09/24,282.21,22.9,"6,462.61"
M22,30/09/24,485.335,25.69,"12,468.26"
M22,5/10/24,150,25.69,3853.5
M22,2/10/24,100,26.99,2699
M22,3/10/24,747.604,27.46,"20,529.21"
M20,23/01/23,17.649,21.7,382.98
M20,2/02/23,499.022,21.7,"10,828.78"
M20,4/02/23,274.242,20.97,"5,750.85"
M20,8/02/23,248.005,20.97,"5,200.66"
M20,15/02/23,492.001,19,"9,348.02"
M20,18/02/23,214.004,19,"4,066.08"
M20,10/02/23,459.007,20.97,"9,625.38"
M20,21/02/23,450,23.57,10606.5
M20,23/02/23,594.018,19,"11,286.34"
M20,3/03/23,662.69,20.152,"13,354.53"
M20,8/03/23,345.95,20.152,"6,971.58"
M20,11/03/23,253.23,20.73,"5,249.46"
M20,16/03/23,494.57,20.73,"10,252.44"
M20,21/03/23,838.23,21.9,"18,357.24"
M20,18/03/23,200,23.29,4658
M20,27/03/23,558.19,21.57,"12,040.16"
M20,1/04/23,314.77,21.61,"6,802.18"
M20,10/04/23,216.7,21.9,"4,745.73"
M20,30/03/23,655.668,23.81,"15,611.46"
M20,25/04/23,419.57,21.81,"9,150.82"
M20,5/04/23,788.71,21.2,"16,720.65"
M20,14/04/23,523.49,21.9,"11,464.43"
M20,24/04/23,567.76,23.99,"13,620.56"
M20,27/04/23,300,23.48,7044
M20,29/04/23,704.25,21.3,"15,000.53"
M20,6/05/23,743.46,21.49,"15,976.96"
M20,15/05/23,737.68,22.15,"16,339.61"
M20,29/05/23,788.92,20.2,"15,936.18"
M20,6/06/23,729.69,21.7,"15,834.27"
M20,17/06/23,707.98,21.7,"15,363.17"
M20,24/05/23,766.16,23.59,"18,073.71"
M20,25/05/23,450,22.79,10255.5
